"accessionyear","technique","objectnumber","lastupdate","dated","copyright","period","url","provenance","objectid","culture","standardreferencenumber","worktypes","department","state","style","datebegin","dimensions","dateend","century","medium","people","primaryimageurl","images","reversedescription","metal","reverseInscription","obverseInscription","dieAxis","denomination","dateObject"
"1976","Struck","1976.79.994","2016-04-12T04:37:35-0400","c. 90 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181349",NA,"181349","Roman Republican","RRC 340/2e","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-95","2.11 g","-85","1st century BCE","silver","list(birthplace = NA, name = ""L. Calpurnius L.f. L.n. Piso Frugi"", prefix = ""Moneyer:"", personid = 26083, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Calpurnius L.f. L.n. Piso Frugi"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03496_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735939"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03496_dynmc"", publiccaption = NA, idsid = ""18735939"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03496"")","Obv.: Laureate head of Apollo r.; behind, control-mark (club?). Border of dots.","AR","To either side of Victory, L.PI - SO; in exergue, FRVGI",NA,"7","quinarius",NA
"1976","Struck","1976.79.983","2016-04-12T04:37:35-0400","c. 102 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181351",NA,"181351","Roman Republican","RRC 322/1b","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-107","3.86 g","-97","2nd century BCE","silver","list(birthplace = NA, name = ""C. Fabius C.f. Hadrianus"", prefix = ""Moneyer:"", personid = 26046, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: C. Fabius C.f. Hadrianus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03485_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735928"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03485_dynmc"", publiccaption = NA, idsid = ""18735928"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03485"")","Obv.: Bust of Cybele r., veiled and wearing turreted (mural) crown; behind, EX.A.PV (ex argento publico). Border of dots.","AR","Below, control-mark (E.)","Behind, EX.A.PV upwards","2","denarius",NA
"1976","Struck","1976.79.947","2016-04-12T04:37:35-0400","c. 215-212 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181387",NA,"181387","Roman Republican","RRC 41/10","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-220","8.37 g","-210","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03447_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735890"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03447_dynmc"", publiccaption = NA, idsid = ""18735890"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03447"")","Obv.: Head of Roma r., wearing Attic helmet; behind, pellet.","AE","Above, ROMA",NA,"10","uncia",NA
"1976","Struck","1976.79.1043","2016-04-12T04:37:35-0400","c. 41 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181433",NA,"181433","Roman Republican","RRC 519/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-46","3.07 g","-36","1st century BCE","silver","list(birthplace = NA, name = ""Cn. Domitius L.f. Cn.n. Ahenobarbus"", prefix = ""Issued by"", personid = 55625, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by Cn. Domitius L.f. Cn.n. Ahenobarbus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03563_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18736006"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03563_dynmc"", publiccaption = NA, idsid = ""18736006"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03563"")","Obv.: Male head r.; before, AHENOBAR upwards. Border of dots.","AR","Around, counter-clockwise, CN.DOMITIVS.IMP","Before, AHENOBAR upwards","10","denarius",NA
"1976","Struck","1976.79.1009","2016-04-12T04:37:35-0400","c. 81 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181438",NA,"181438","Roman Republican","RRC 377/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-86","3.86 g","-76","1st century BCE","silver","list(birthplace = NA, name = ""L. Volumnius L.f. Strabo"", prefix = ""Moneyer:"", personid = 54068, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Volumnius L.f. Strabo"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03515_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735958"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03515_dynmc"", publiccaption = NA, idsid = ""18735958"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03515"")","Obv.: Laureate head of Jupiter r.; behind, control-mark (A).","AR","In exergue, L.VOL.L.F.STRAB (V and L of VOL in ligature; TR and AB in ligature)","Behind, control-mark (A)","2","denarius",NA
"1976","Struck","1976.79.1047","2016-04-12T04:37:36-0400","?38 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181609",NA,"181609","Roman Republican","RRC 535/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-38","16.05 g","-38","1st century BCE","bronze","list(birthplace = NA, name = ""Octavian"", prefix = ""Issued by"", personid = 19678, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""r. 27 BCE - 14 CE"", deathplace = NA, displayname = ""Issued by Octavian"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03578_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18736021"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03578_dynmc"", publiccaption = NA, idsid = ""18736021"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03578"")","Obv.: Bare head of Octavian r.; behind, [DIVI.F]; before, star.","AE","DIVOS/IVLIVS within wreath","Behind, DIVI.F","11",NA,NA
"1976","Struck","1976.79.1049","2016-04-12T04:37:36-0400","c. 32-31 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181623",NA,"181623","Roman Republican","RRC 544/31","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-37","3.37 g","-26","1st century BCE","silver","list(birthplace = NA, name = ""Marc Antony"", prefix = ""Issued by"", personid = 20470, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""83-30 BCE"", deathplace = NA, displayname = ""Issued by Marc Antony"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03568_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18736011"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03568_dynmc"", publiccaption = NA, idsid = ""18736011"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03568"")","Obv.: Galley r.; above, ANT[.AVG]; below, IIIVIR.R.P.C.","AR","Between standards, LEG - XVI","Above, ANT.AVG; below, IIIVIR.R.P.C","6","denarius",NA
"1976","Cast","1976.79.928","2016-04-12T04:37:36-0400","c. 275-270 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181748",NA,"181748","Roman Republican","RRC 18/6; Rutter (HN3 Italy) 284; Thurlow-Vecchi 13","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-280","20.13 g","-265","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03400_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735844"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03400_dynmc"", publiccaption = NA, idsid = ""18735844"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03400"")","Obv.: Barley grain; to one side, pellet.","AE",NA,NA,"12","uncia",NA
"1976","Cast","1976.79.937","2016-04-12T04:37:36-0400","c. 225-217 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181750",NA,"181750","Roman Republican","RRC 35/4","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-230","51.8 g","-212","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03427_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735870"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03427_dynmc"", publiccaption = NA, idsid = ""18735870"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03427"")","Obv.: Head of Hercules l.; behind, three pellets vertical.","AE",NA,NA,"12","quadrans",NA
"1976","Cast","1976.79.924","2016-04-12T04:37:36-0400","c. 280-276 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181767",NA,"181767","Roman Republican","RRC 14/7; Rutter (HN3 Italy) 274; Thurlow-Vecchi 7","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-285","17.37 g","-271","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03397_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735841"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03397_dynmc"", publiccaption = NA, idsid = ""18735841"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03397"")","Obv.: Acorn.","AE","Greek S (mark of value = sigma)",NA,"7","semuncia",NA
"1976","Cast","1976.79.918","2016-04-12T04:37:36-0400","c. 217-212 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181813",NA,"181813","Roman Republican","Rutter (HN3 Italy) 677c; BMC Italy, p. 139 #40","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-222","21.53 g","-207","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03395_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735839"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03395_dynmc"", publiccaption = NA, idsid = ""18735839"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03395"")","Obv.: Star of six rays.","AE","Below, L",NA,"not assignable","quadrans",NA
"1976","Cast","1976.79.933","2016-04-12T04:37:36-0400","c. 230-226 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181818",NA,"181818","Roman Republican","RRC 27/10; Rutter (HN3 Italy) 323; Thurlow-Vecchi 28","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-235","23.11 g","-221","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03403_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735847"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03403_dynmc"", publiccaption = NA, idsid = ""18735847"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03403"")","Obv.: Knucklebone seen from outside; to one side, club.","AE",NA,NA,"12","uncia",NA
"1976","Struck","1976.79.981","2016-04-12T04:37:36-0400","c. 102 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181837",NA,"181837","Roman Republican","RRC 321/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-107","3.91 g","-97","2nd century BCE","silver","list(birthplace = NA, name = ""L. Cassius Caecianus"", prefix = ""Moneyer:"", personid = 54047, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Cassius Caecianus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03483_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735926"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03483_dynmc"", publiccaption = NA, idsid = ""18735926"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03483"")","Obv.: Draped bust of Ceres l.; behind, CAEICIAN (AE and AN in ligature); above, control-mark (F). Border of dots.","AR","Above, control-mark (Q); in exergue, L.CASSI","Above, control-mark (F); behind, CAEICIAN upwards (AE and AN in ligature)","7","denarius",NA
"1976","Struck","1976.40.343","2016-04-12T04:37:36-0400","c. 217-215 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181849",NA,"181849","Roman Republican","RRC 38/8","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-225","2.88 g","-200","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03408_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735852"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03408_dynmc"", publiccaption = NA, idsid = ""18735852"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03408"")","Obv.: Head of Roma r., wearing Attic helmet.","AE","Above, ROMA",NA,"12","triens",NA
"1976","Struck","1976.40.349","2016-04-12T04:37:36-0400","after 211 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181851",NA,"181851","Roman Republican","RRC 56/4","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-215","10.69 g","-180","3rd-2nd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03457_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735900"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03457_dynmc"", publiccaption = NA, idsid = ""18735900"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03457"")","Obv.: Helmeted head of Minerva r.; above, four pellets horizontal. Piece of flan broken off beneath chin.","AE","Above, ROMA",NA,"4","triens",NA
"1976","Struck","1976.40.346","2016-04-12T04:37:36-0400","c. 215-212 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181870",NA,"181870","Roman Republican","RRC 41/11","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-225","5.18 g","-200","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03449_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735892"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03449_dynmc"", publiccaption = NA, idsid = ""18735892"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03449"")","Obv.: Head of Mercury r.","AE","Above, ROMA",NA,"7","semuncia",NA
"1976","Struck","1976.79.951","2016-04-12T04:37:36-0400","after 211 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/181882",NA,"181882","Roman Republican","RRC 56/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-210","34.33 g","-201","3rd-2nd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03433_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18735876"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03433_dynmc"", publiccaption = NA, idsid = ""18735876"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03433"")","Obv.: Laureate head of Janus; above, mark of value (I).","AE","Above, mark of value (I); below, ROMA","Above, mark of value (I)","6","as",NA
